feature,shap_importance
dst_host_srv_count,1.5250545716808315
count,1.4280798191941844
dst_host_srv_serror_rate,1.239239345566058
service,1.2326199356107126
flag,1.0416105947668337
logged_in,0.9696247874872181
same_srv_rate,0.9143538296877974
dst_host_rerror_rate,0.6496628085986622
dst_host_serror_rate,0.6481720400263409
diff_srv_rate,0.5154040041172596
dst_host_diff_srv_rate,0.5149054580799564
dst_host_count,0.5116759752744204
dst_host_same_srv_rate,0.5074572741571929
srv_diff_host_rate,0.44207028798268816
srv_serror_rate,0.17118915739498258
srv_rerror_rate,0.14437857565918655
serror_rate,0.1296869760934436
dst_host_srv_rerror_rate,0.12202753498645427
rerror_rate,0.037703260168518944
