feature,shap_importance
flag,0.15595302110569645
dst_host_srv_count,0.06515550062193069
logged_in,0.056727639887349454
dst_host_same_srv_rate,0.05038395679897169
diff_srv_rate,0.0402077037605898
count,0.035620970141648535
same_srv_rate,0.02722559960296762
service,0.025034113473960673
dst_host_count,0.018534124282508273
dst_host_diff_srv_rate,0.01770899705401449
dst_host_rerror_rate,0.01293681608451837
dst_host_serror_rate,0.0072634243718948145
serror_rate,0.002609286515568971
dst_host_srv_rerror_rate,0.002530247562965781
dst_host_srv_serror_rate,0.0020525550157235416
srv_diff_host_rate,0.0018212684126807691
rerror_rate,0.0015786126435962868
srv_rerror_rate,0.0008934460423568991
srv_serror_rate,0.0005910373535084585
