feature,shap_importance
flag,0.1601064668136842
dst_host_srv_count,0.06196584572500459
dst_host_same_srv_rate,0.05352000678413199
logged_in,0.045426123230388984
diff_srv_rate,0.03941642380653662
service,0.036138360145561176
count,0.03448242601024431
same_srv_rate,0.024582295286532833
dst_host_count,0.019593412390510895
dst_host_diff_srv_rate,0.0170824362763744
dst_host_rerror_rate,0.015421339541412038
dst_host_srv_rerror_rate,0.004221846913962482
dst_host_srv_serror_rate,0.004156152294034316
dst_host_serror_rate,0.003917682764771581
srv_diff_host_rate,0.002886267073335587
rerror_rate,0.0014349904040932358
srv_serror_rate,0.0011572742356458783
serror_rate,0.0007754531168849448
srv_rerror_rate,0.0007141309452580654
