feature,shap_importance
flag,2.270314291700778
dst_host_srv_count,1.6079520427828795
count,1.4310707641592353
service,1.3818611622440506
dst_host_srv_serror_rate,1.0140499061153287
same_srv_rate,1.0000244855865146
logged_in,0.9094734249083561
dst_host_same_srv_rate,0.7614047223822342
dst_host_serror_rate,0.6790730595862586
dst_host_rerror_rate,0.5850957012048306
dst_host_count,0.4608844455888101
srv_diff_host_rate,0.42588881046656774
dst_host_diff_srv_rate,0.35821962308876726
diff_srv_rate,0.32759820498828807
srv_rerror_rate,0.2302038046507534
srv_serror_rate,0.17937562071612076
dst_host_srv_rerror_rate,0.11416563230500605
rerror_rate,0.08192777601290059
serror_rate,0.07689911199186138
