feature,shap_importance
flag,2.1988047157337878
dst_host_srv_count,1.5933655546323142
service,1.4714407064791342
count,1.40269028141999
dst_host_srv_serror_rate,1.3020653027725604
same_srv_rate,0.7712673563387542
dst_host_same_srv_rate,0.706058482924548
logged_in,0.6663147993243086
dst_host_rerror_rate,0.6217380493538974
dst_host_serror_rate,0.515923882901442
dst_host_count,0.3922759010978504
srv_diff_host_rate,0.3399722968853257
dst_host_diff_srv_rate,0.30500624934357273
diff_srv_rate,0.24917029238645688
srv_serror_rate,0.2082037792042508
srv_rerror_rate,0.15175648111677395
dst_host_srv_rerror_rate,0.09202092802088668
serror_rate,0.09041990930095861
rerror_rate,0.05420013760572145
