feature,shap_importance
dst_host_srv_count_diff_count,2.78090193035372
dst_host_srv_count,1.2456020659857112
dst_host_count_ratio_flag,1.2438251582797772
service,0.7850222279839851
dst_host_diff_srv_rate_diff_flag,0.7459234828266411
dst_host_diff_srv_rate_diff_logged_in,0.7068367312298243
flag_ratio_dst_host_count,0.6225249161271008
count,0.5254280171692206
dst_host_serror_rate,0.5187718175866209
dst_host_rerror_rate,0.46052698492269306
dst_host_same_srv_rate,0.40607031695496393
service_multiply_same_srv_rate,0.3823785539914002
dst_host_srv_serror_rate,0.33514564019797766
srv_diff_host_rate,0.3185381835826985
same_srv_rate_ratio_service,0.2790568912528002
dst_host_diff_srv_rate,0.18175537103118602
diff_srv_rate_diff_logged_in,0.18051662517890701
srv_rerror_rate,0.17759418286845222
dst_host_count_sum_flag,0.1390486549105012
dst_host_count,0.13453770813238605
diff_srv_rate_diff_flag,0.12348256900127054
srv_serror_rate,0.12034250397207177
dst_host_srv_rerror_rate,0.08559610119523675
serror_rate,0.07517563661236362
logged_in,0.06948853867754168
flag,0.05505644342312309
diff_srv_rate,0.031982278850141634
rerror_rate,0.02754567622199872
same_srv_rate,0.014686430142483485
