feature,shap_importance
dst_host_srv_count,2.1450173086835793
service,1.6944064885841221
flag,1.624323893851051
count,1.5414656115423577
same_srv_rate,1.1790717564445325
dst_host_serror_rate,1.0474329389694377
dst_host_srv_serror_rate,0.9413586652128942
logged_in,0.8685191114555258
dst_host_count,0.8442507014713153
dst_host_rerror_rate,0.7192920647935214
srv_serror_rate,0.6308167497866205
dst_host_same_srv_rate,0.6254196067669606
srv_diff_host_rate,0.5990228564366884
dst_host_diff_srv_rate,0.525269099188931
srv_rerror_rate,0.26590207283016515
diff_srv_rate,0.2628438008003687
dst_host_srv_rerror_rate,0.1964486938372711
rerror_rate,0.09268759034570188
serror_rate,0.09091629412642588
