feature,mean_importance
rerror_rate,0.0002127702301459783
srv_serror_rate,0.00025364525407859246
diff_srv_rate,0.0003579516829215833
serror_rate,0.001212075374893811
srv_diff_host_rate,0.0028335269374623676
dst_host_srv_serror_rate,0.0032318691148750995
srv_rerror_rate,0.004250978457177135
same_srv_rate,0.004807240517985681
dst_host_srv_rerror_rate,0.008037511634293453
flag,0.008187883530121684
logged_in,0.009183433113244165
dst_host_serror_rate,0.009241945052459349
dst_host_same_srv_rate,0.016866962859797108
dst_host_diff_srv_rate,0.01784713096818875
dst_host_rerror_rate,0.03950506323379692
dst_host_count,0.05083860322304497
dst_host_srv_count,0.05806301040737645
count,0.06701118319415117
service,0.3583701346523844
