feature,mean_importance
srv_serror_rate,-1.1102230246251566e-17
rerror_rate,5.4426573222307596e-05
serror_rate,7.726133299330584e-05
dst_host_serror_rate,0.0002421289650548747
dst_host_srv_rerror_rate,0.0002495989014375949
srv_diff_host_rate,0.00029197618945428494
count,0.0038657518762526015
dst_host_srv_serror_rate,0.004412138250890163
srv_rerror_rate,0.004668916980187443
dst_host_srv_count,0.008018920649385447
dst_host_diff_srv_rate,0.009005605115039287
dst_host_count,0.009009173299662384
same_srv_rate,0.01591896881512158
diff_srv_rate,0.019679191117307038
dst_host_rerror_rate,0.024155850070414004
service,0.10331460900981111
dst_host_same_srv_rate,0.11675139430225567
logged_in,0.21695459456477678
flag,0.42771303759433915
