feature,shap_importance
flag,0.2669805055179604
logged_in,0.09411380947954161
dst_host_same_srv_rate,0.07313361978874337
service,0.04493875777834269
dst_host_rerror_rate,0.015027235407619412
dst_host_diff_srv_rate,0.010657796263911423
dst_host_srv_count,0.008258242337509724
same_srv_rate,0.006845393823657776
dst_host_count,0.006045033734067856
dst_host_srv_serror_rate,0.004454835384251217
srv_rerror_rate,0.004446542737641928
count,0.0032543423309302254
diff_srv_rate,0.0021998501681341344
srv_diff_host_rate,0.0015247567402276903
dst_host_srv_rerror_rate,0.001311612954794465
dst_host_serror_rate,0.0005667687261286756
serror_rate,0.00039780286532218993
rerror_rate,0.00027826576562790177
srv_serror_rate,0.0
