feature,shap_importance
flag,0.16060904944947071
dst_host_srv_count,0.07058262078593959
logged_in,0.05338712603128783
diff_srv_rate,0.049994979577773144
dst_host_same_srv_rate,0.03904113167943
count,0.0355057475545474
service,0.027066701152058815
same_srv_rate,0.02501119499675481
dst_host_diff_srv_rate,0.01999758019607487
dst_host_count,0.01910608035360775
dst_host_rerror_rate,0.01377240719675782
dst_host_srv_rerror_rate,0.004256137699246351
srv_rerror_rate,0.00363804165463482
dst_host_serror_rate,0.0031614696329621554
srv_diff_host_rate,0.003010206351325157
srv_serror_rate,0.0013345177654044383
dst_host_srv_serror_rate,0.0010391130100632924
serror_rate,0.0009487422602526386
rerror_rate,0.0006380442274959817
