feature,shap_importance
flag,0.13124810831744435
logged_in,0.09073927811783261
same_srv_rate,0.06851868357212788
service,0.05755816139353992
dst_host_srv_count,0.03997235974014916
diff_srv_rate,0.038406368764857174
dst_host_same_srv_rate,0.031721817228876
count,0.027859919068902065
dst_host_rerror_rate,0.025270774614423896
dst_host_diff_srv_rate,0.018196137295308834
dst_host_count,0.01295490157891751
dst_host_srv_serror_rate,0.009273422544231956
dst_host_serror_rate,0.004950002351808712
srv_rerror_rate,0.0038098200071437793
serror_rate,0.003440917788209799
dst_host_srv_rerror_rate,0.002980663845592338
srv_serror_rate,0.002704051811415457
srv_diff_host_rate,0.0015310743812915089
rerror_rate,0.001349487281617038
