feature,mean_importance
dst_host_srv_rerror_rate,2.7755575615628915e-18
srv_rerror_rate,1.6653345369377347e-17
srv_diff_host_rate,1.6467724480426216e-05
dst_host_count,0.00017903198661884667
srv_serror_rate,0.0010257455280845845
dst_host_rerror_rate,0.0013205242299197423
rerror_rate,0.0031810930463899824
serror_rate,0.0036731577853463815
dst_host_diff_srv_rate,0.004795914072533519
service,0.008004525784721028
diff_srv_rate,0.011278783107116197
dst_host_srv_count,0.012292722793073863
dst_host_serror_rate,0.013744400915330005
same_srv_rate,0.018266890566391258
dst_host_srv_serror_rate,0.02709853208685719
logged_in,0.04986406955219482
count,0.0668166538453018
dst_host_same_srv_rate,0.10183711030642487
level,0.2887396360670016
flag,0.45844459850036107
