feature,shap_importance
dst_host_srv_count_diff_count,2.5865133038681183
dst_host_count_ratio_flag,1.716950578517881
dst_host_srv_count,1.1884893688986773
service,0.7784580448765007
dst_host_diff_srv_rate_diff_logged_in,0.7036585295704948
dst_host_diff_srv_rate_diff_flag,0.6504062131256991
count,0.6411273936838556
dst_host_serror_rate,0.5355948976998325
dst_host_rerror_rate,0.5101150340675559
same_srv_rate_ratio_service,0.4096432441766378
dst_host_same_srv_rate,0.3989355405712942
flag_ratio_dst_host_count,0.3797769817007095
srv_diff_host_rate,0.3358944361784048
diff_srv_rate_diff_logged_in,0.29600762447438017
dst_host_srv_serror_rate,0.26732451406132696
flag,0.2666505985988549
service_multiply_same_srv_rate,0.24446022367903433
dst_host_diff_srv_rate,0.23940546584131359
serror_rate,0.16848288551149096
dst_host_count_sum_flag,0.15765562689577792
srv_rerror_rate,0.15190833838818066
dst_host_count,0.13586696385806663
diff_srv_rate_diff_flag,0.12047051122081648
srv_serror_rate,0.10162984559867713
dst_host_srv_rerror_rate,0.09450478607334681
logged_in,0.0801830833188285
diff_srv_rate,0.05636706100960927
rerror_rate,0.05591123026775192
same_srv_rate,0.03443388133578182
