feature,shap_importance
dst_host_srv_count_diff_count,2.586487366684584
dst_host_count_ratio_flag,1.627094413444718
dst_host_srv_count,1.3205518758731163
count,0.8362430044732507
dst_host_diff_srv_rate_diff_flag,0.7916086399593761
service,0.7795825236883533
dst_host_diff_srv_rate_diff_logged_in,0.7186570837095885
flag_ratio_dst_host_count,0.6669511035637813
dst_host_serror_rate,0.6623494513219712
dst_host_same_srv_rate,0.6069276331962288
dst_host_rerror_rate,0.5801981948152101
diff_srv_rate_diff_logged_in,0.3831047577207044
same_srv_rate_ratio_service,0.3769607040560417
srv_diff_host_rate,0.33064530244874474
service_multiply_same_srv_rate,0.275805426097325
flag,0.23403554889438616
serror_rate,0.1798618663694812
dst_host_count,0.16123313849733284
dst_host_diff_srv_rate,0.15970247336333254
dst_host_count_sum_flag,0.1426818993754933
diff_srv_rate_diff_flag,0.12360479767365982
dst_host_srv_serror_rate,0.10169832457741006
srv_rerror_rate,0.09982240805037541
dst_host_srv_rerror_rate,0.09919369765809824
diff_srv_rate,0.06654740880443562
logged_in,0.046495789079490334
srv_serror_rate,0.02895687194541466
rerror_rate,0.018299365516633994
same_srv_rate,0.01177487681374618
