feature,mean_importance
rerror_rate,4.503203879708054e-05
srv_serror_rate,0.0001452509746735775
diff_srv_rate,0.00019872531300389566
serror_rate,0.0014642673817964352
dst_host_srv_serror_rate,0.0030507485791979793
srv_diff_host_rate,0.003345230917297335
same_srv_rate,0.0040355607536303635
srv_rerror_rate,0.005498528387081201
dst_host_serror_rate,0.006950977506352822
dst_host_srv_rerror_rate,0.007829846992265563
logged_in,0.00882211418408007
dst_host_diff_srv_rate,0.013220795667820265
flag,0.015143173093624457
dst_host_same_srv_rate,0.021471983091584206
dst_host_rerror_rate,0.0433587207903532
dst_host_srv_count,0.057221616503573894
count,0.058659876819354875
dst_host_count,0.07431939632108815
service,0.3540736015130063
