feature,mean_importance
rerror_rate,4.50320387970788e-05
srv_serror_rate,0.00014525097467357612
diff_srv_rate,0.00019872531300389393
serror_rate,0.0014642673817964334
dst_host_srv_serror_rate,0.0030507485791979776
srv_diff_host_rate,0.003345230917297333
same_srv_rate,0.004035560753630362
srv_rerror_rate,0.0054985283870812
dst_host_serror_rate,0.0069509775063528205
dst_host_srv_rerror_rate,0.007829846992265561
logged_in,0.008822114184080068
dst_host_diff_srv_rate,0.013220795667820268
flag,0.015143173093624455
dst_host_same_srv_rate,0.021471983091584212
dst_host_rerror_rate,0.0433587207903532
dst_host_srv_count,0.057221616503573894
count,0.058659876819354875
dst_host_count,0.07431939632108814
service,0.3540736015130063
