feature,mean_importance
srv_diff_host_rate,-2.4980018054066023e-17
srv_rerror_rate,2.5900300748146753e-05
dst_host_srv_rerror_rate,3.414923908715561e-05
srv_serror_rate,0.00030271158235273266
dst_host_count,0.0008071481951455017
dst_host_rerror_rate,0.0014051557422499028
diff_srv_rate,0.0014360457982442731
serror_rate,0.0028275145392523265
rerror_rate,0.00291110662193409
dst_host_srv_count,0.005984740342312991
dst_host_diff_srv_rate,0.0061533298905391
dst_host_serror_rate,0.009894766460773499
service,0.011365754844717668
same_srv_rate,0.018054095699421492
dst_host_srv_serror_rate,0.02737509143482955
logged_in,0.04573765414058228
count,0.06175207414325481
dst_host_same_srv_rate,0.10741086209681897
level,0.30288897818593175
flag,0.44641862367959967
