feature,mean_importance
diff_srv_rate,0.0004375418564467472
rerror_rate,0.00045730535169979
serror_rate,0.0006550101911560503
srv_serror_rate,0.000735879618855759
srv_diff_host_rate,0.0037922850589348607
same_srv_rate,0.004259293382975827
dst_host_srv_serror_rate,0.004535387952620551
logged_in,0.005414435730246426
srv_rerror_rate,0.005706513492207721
dst_host_srv_rerror_rate,0.006173312879877718
flag,0.013359795744460737
dst_host_serror_rate,0.014795836757995067
dst_host_diff_srv_rate,0.01814314953069956
dst_host_same_srv_rate,0.028839547495630384
dst_host_rerror_rate,0.04154711458976413
dst_host_count,0.05833304550955811
dst_host_srv_count,0.06060486501237383
count,0.07894808282104711
service,0.32165247928011886
