feature,shap_importance
dst_host_srv_count,2.16997948943223
service,1.979044386705217
flag,1.7918623939232186
count,1.6623557970477747
logged_in,1.232504802619325
dst_host_serror_rate,1.1909840274059138
same_srv_rate,1.0260999955459076
dst_host_srv_serror_rate,0.854139600025479
dst_host_count,0.7938428908954156
dst_host_rerror_rate,0.7717609292068397
dst_host_same_srv_rate,0.6538751066667207
srv_diff_host_rate,0.6445197622851301
srv_serror_rate,0.6216846466263095
dst_host_diff_srv_rate,0.432848238411974
srv_rerror_rate,0.4034581285626068
diff_srv_rate,0.29885871218570376
serror_rate,0.2842813226822182
dst_host_srv_rerror_rate,0.20271224072498473
rerror_rate,0.15335140379297157
