feature,mean_importance
srv_rerror_rate,0.00011645329480705277
dst_host_srv_rerror_rate,0.00012315131580800093
rerror_rate,0.0001609933214872992
diff_srv_rate,0.00035599768963688724
srv_diff_host_rate,0.0005113423884985448
same_srv_rate,0.0012585076253032216
logged_in,0.0013256761213375954
serror_rate,0.0015246501134788366
srv_serror_rate,0.002016510008826167
dst_host_diff_srv_rate,0.0034515506109818123
dst_host_srv_serror_rate,0.005047449599445264
dst_host_serror_rate,0.006406303558558621
dst_host_srv_count,0.007201156460526384
flag,0.00839149285044197
dst_host_rerror_rate,0.01065377809557334
dst_host_same_srv_rate,0.01218335134061156
dst_host_count,0.025483335970118648
count,0.09417952321565412
service,0.21557933867518705
level,0.30893934915253574
