feature,mean_importance
dst_host_srv_rerror_rate,-1.9428902930940238e-17
srv_diff_host_rate,3.1451650060354554e-06
srv_rerror_rate,0.00019648937857078553
dst_host_count,0.0007271042293591796
srv_serror_rate,0.0008041017383711296
diff_srv_rate,0.0012725664524961516
dst_host_rerror_rate,0.0017792950106488986
rerror_rate,0.003442682815099099
serror_rate,0.004276846975643564
dst_host_diff_srv_rate,0.005067350282866828
service,0.005549461910794301
dst_host_serror_rate,0.010972867381794916
dst_host_srv_count,0.01326478025739489
same_srv_rate,0.017943363484624514
dst_host_srv_serror_rate,0.026762569624067034
logged_in,0.0324273950282646
count,0.05325997194385439
dst_host_same_srv_rate,0.10809255043748203
level,0.2641280101089828
flag,0.5042502343155223
