feature,shap_importance
flag,2.3716767048680474
dst_host_srv_count,1.6540700896515756
service,1.5903501292022388
count,1.5511035514071252
dst_host_srv_serror_rate,1.0730616495733465
same_srv_rate,0.925274082690059
logged_in,0.8815975124082265
dst_host_serror_rate,0.8257384473146498
dst_host_same_srv_rate,0.7178719296483923
dst_host_rerror_rate,0.657000423601419
dst_host_count,0.49817945629959176
srv_diff_host_rate,0.4627696902238843
dst_host_diff_srv_rate,0.36601232705023057
srv_serror_rate,0.2698839179563519
diff_srv_rate,0.25306009422864156
srv_rerror_rate,0.23111897150058439
dst_host_srv_rerror_rate,0.13584934214213643
serror_rate,0.08004008691320842
rerror_rate,0.060037173928403444
