feature,shap_importance
flag,2.353256705239681
dst_host_srv_count,1.600142118374523
service,1.4913037891053749
count,1.3324675011202773
dst_host_srv_serror_rate,1.134160416962043
dst_host_serror_rate,0.7735258082174528
same_srv_rate,0.7542616938979365
logged_in,0.7532140403525253
dst_host_same_srv_rate,0.7352601307982022
dst_host_rerror_rate,0.6223617160360606
dst_host_count,0.4199683448633094
srv_diff_host_rate,0.4014472498634567
dst_host_diff_srv_rate,0.34904661369771234
diff_srv_rate,0.2389836870818008
srv_serror_rate,0.21685006966643178
srv_rerror_rate,0.16378417732946304
dst_host_srv_rerror_rate,0.0845569473567181
serror_rate,0.07971592734747651
rerror_rate,0.06407381766639525
