feature,shap_importance
flag,0.24805156477348586
logged_in,0.10771888407334822
dst_host_same_srv_rate,0.075079094421432
service,0.04430576466971452
dst_host_rerror_rate,0.016366624421347984
dst_host_diff_srv_rate,0.009302347816816197
same_srv_rate,0.007699115753882089
dst_host_count,0.006219722792935507
dst_host_srv_count,0.0051645505123457955
dst_host_srv_serror_rate,0.004821248018377844
srv_rerror_rate,0.00416520125676773
diff_srv_rate,0.0027583873289642536
count,0.0017340574335131297
srv_diff_host_rate,0.0015194088791788826
dst_host_srv_rerror_rate,0.0010603577540716244
serror_rate,0.00044782381298713337
dst_host_serror_rate,0.0004372365339736648
rerror_rate,0.00031254352921115654
srv_serror_rate,0.0
