feature,shap_importance
flag,0.2626049139117849
logged_in,0.08730130214944212
dst_host_same_srv_rate,0.07388305596189702
service,0.04534523827264162
dst_host_rerror_rate,0.020844852868903137
dst_host_srv_count,0.0104696098441791
dst_host_count,0.010057924242539304
dst_host_diff_srv_rate,0.009668576897474463
same_srv_rate,0.0070166261843263794
srv_rerror_rate,0.004861894668578266
dst_host_srv_serror_rate,0.004352192826969937
count,0.003563564325872393
srv_serror_rate,0.0010215349108158656
dst_host_serror_rate,0.0002204788456285442
srv_diff_host_rate,0.00018289393179830876
rerror_rate,0.0001371670755626481
dst_host_srv_rerror_rate,6.446696305224458e-05
serror_rate,2.7050598691028455e-05
diff_srv_rate,0.0
