feature,mean_importance
diff_srv_rate,7.494005416219807e-17
dst_host_srv_rerror_rate,1.7006153521562094e-05
rerror_rate,6.595140555758217e-05
dst_host_serror_rate,9.673898369508271e-05
serror_rate,0.00014673916192078362
srv_serror_rate,0.0003030520408466214
srv_diff_host_rate,0.00046643620896415217
dst_host_srv_serror_rate,0.0027935362027036365
srv_rerror_rate,0.004537034979583379
count,0.004938221662392947
same_srv_rate,0.0054154977316711594
dst_host_count,0.01188806167119324
dst_host_diff_srv_rate,0.018228015301909976
dst_host_srv_count,0.02239171407539798
dst_host_rerror_rate,0.03126063923809701
service,0.1086344713765017
dst_host_same_srv_rate,0.11535913083907576
logged_in,0.19147989323145315
flag,0.48086837575327823
