feature,mean_importance
srv_serror_rate,0.000146638516867266
rerror_rate,0.0001816397532515439
diff_srv_rate,0.0001882981760566574
same_srv_rate,0.0009579848379038726
dst_host_srv_serror_rate,0.001449763180064334
serror_rate,0.0014990446921097273
srv_diff_host_rate,0.0017332978805752407
srv_rerror_rate,0.003634451548438103
dst_host_srv_rerror_rate,0.004333203631354756
dst_host_serror_rate,0.007924386955147677
flag,0.009995622010437221
dst_host_same_srv_rate,0.01709132225532603
dst_host_diff_srv_rate,0.018673970453947218
logged_in,0.019690424512101574
count,0.039731583527981625
dst_host_rerror_rate,0.04680573602864123
dst_host_srv_count,0.05769989601178693
dst_host_count,0.12473311713846794
service,0.22766330234885826
