feature,mean_importance
rerror_rate,0.00014015044142509682
srv_serror_rate,0.0003744065740873978
serror_rate,0.00038908783630978475
diff_srv_rate,0.00043864848965447303
same_srv_rate,0.001991207674822016
dst_host_srv_serror_rate,0.0021766499145116913
srv_diff_host_rate,0.0023682144104274555
srv_rerror_rate,0.0036557982337982035
dst_host_serror_rate,0.004197733554302983
dst_host_srv_rerror_rate,0.004947120452266342
logged_in,0.009067308667531752
flag,0.009428625206357158
dst_host_diff_srv_rate,0.015801082531072576
dst_host_same_srv_rate,0.02251169762758693
dst_host_rerror_rate,0.03812586937954706
count,0.044397343508584805
dst_host_srv_count,0.07563310910098082
dst_host_count,0.10733415444334418
service,0.2863621329450116
