feature,mean_importance
diff_srv_rate,4.351371655442818e-05
dst_host_srv_rerror_rate,5.9800840469944465e-05
srv_diff_host_rate,0.000247641898850736
srv_rerror_rate,0.0002650195009317737
rerror_rate,0.0003325361917994302
srv_serror_rate,0.0006918308008404718
same_srv_rate,0.0007132881585546452
logged_in,0.0014067604271690755
serror_rate,0.002100276262437779
dst_host_diff_srv_rate,0.0034629120726423165
dst_host_srv_serror_rate,0.004515481403402756
dst_host_serror_rate,0.005509728232229696
flag,0.005762707813536846
dst_host_srv_count,0.0075011519410023726
dst_host_rerror_rate,0.00885003944988767
dst_host_same_srv_rate,0.012265596578548615
dst_host_count,0.030320655651231036
count,0.0571618428862682
service,0.22218003508104145
level,0.24262884096432352
