feature,shap_importance
flag,0.17823092909980495
logged_in,0.09589223524724341
same_srv_rate,0.0691272119398795
dst_host_same_srv_rate,0.048974591728070956
service,0.036654600087354335
diff_srv_rate,0.028589740297126184
dst_host_srv_count,0.020358852296695006
dst_host_diff_srv_rate,0.01588448191126643
dst_host_rerror_rate,0.012605580871303581
count,0.009695381046116846
dst_host_count,0.008009992089109658
dst_host_srv_serror_rate,0.002999185603504368
srv_rerror_rate,0.0015374470538482509
dst_host_srv_rerror_rate,0.001289582186894482
dst_host_serror_rate,0.00031768710125556457
serror_rate,5.6130534037757185e-05
srv_diff_host_rate,0.0
srv_serror_rate,0.0
rerror_rate,0.0
