feature,mean_importance
rerror_rate,-4.847090955800749e-05
srv_rerror_rate,3.911863311036479e-06
dst_host_srv_rerror_rate,0.00018136800352333663
srv_serror_rate,0.00020744681847590938
diff_srv_rate,0.0002846448299398655
srv_diff_host_rate,0.0004821166508643921
serror_rate,0.0011950725153365466
same_srv_rate,0.0023805822940896684
dst_host_diff_srv_rate,0.002846011721174234
logged_in,0.004291933353443222
dst_host_rerror_rate,0.0059929892332305805
dst_host_serror_rate,0.006927331326216863
dst_host_srv_count,0.008772262256551889
dst_host_same_srv_rate,0.009929299676191432
dst_host_count,0.022952929317627234
flag,0.026325125066586928
dst_host_srv_serror_rate,0.03519154556564084
service,0.1843387620931075
count,0.19272202309502565
level,0.4478250724829967
