feature,shap_importance
flag,2.529323835776949
dst_host_srv_count,1.8556395159966887
service,1.7234060388905659
count,1.674339672046505
dst_host_srv_serror_rate,1.05830603494181
logged_in,0.9903879423920877
same_srv_rate,0.8789184081164775
dst_host_rerror_rate,0.7966596048124001
dst_host_serror_rate,0.7024504024233859
dst_host_same_srv_rate,0.6469107636956154
dst_host_count,0.5650066882919895
srv_diff_host_rate,0.5395019705699337
dst_host_diff_srv_rate,0.45993064485205715
diff_srv_rate,0.3185578593421949
srv_rerror_rate,0.18551383094048196
dst_host_srv_rerror_rate,0.1324079220632098
srv_serror_rate,0.11320772137460058
serror_rate,0.04715699646850912
rerror_rate,0.0349306586430263
