feature,mean_importance
srv_rerror_rate,3.3330372291418e-05
srv_diff_host_rate,0.0003239347140584631
rerror_rate,0.00035474824077295355
dst_host_srv_rerror_rate,0.00040618169831587727
dst_host_rerror_rate,0.0016987887999706298
serror_rate,0.004173968324623153
dst_host_count,0.005550895108996317
srv_serror_rate,0.010971801308452076
dst_host_serror_rate,0.012434553648312401
dst_host_srv_serror_rate,0.015689891692249727
dst_host_srv_count,0.023636018778538055
service,0.025557109098047127
dst_host_same_srv_rate,0.029677576772753213
diff_srv_rate,0.036232484938096575
count,0.04169424707514556
dst_host_diff_srv_rate,0.04706768214629685
same_srv_rate,0.0472980073540639
logged_in,0.07423486666546716
level,0.17687909110397176
flag,0.20348196821425213
