feature,mean_importance
srv_serror_rate,8.326672684688674e-17
rerror_rate,8.881784197001253e-17
serror_rate,9.992007221626409e-17
dst_host_srv_rerror_rate,1.0547118733938987e-16
srv_diff_host_rate,1.0547118733938987e-16
dst_host_serror_rate,1.2212453270876723e-16
srv_rerror_rate,0.0012100542700612948
dst_host_srv_serror_rate,0.003735884446626564
count,0.012227296433527768
dst_host_count,0.013144573374545766
dst_host_srv_count,0.013866774843477436
diff_srv_rate,0.014288073571106914
dst_host_rerror_rate,0.019118012367935738
dst_host_diff_srv_rate,0.02282054693190897
same_srv_rate,0.04079925600873563
service,0.05004613472930804
dst_host_same_srv_rate,0.056193705827957664
logged_in,0.15906279488161254
flag,0.257349639221174
