feature,shap_importance
flag,0.2079023354771899
logged_in,0.1005948952423601
dst_host_same_srv_rate,0.06499417656363005
same_srv_rate,0.046894476650613706
service,0.037137144317022704
dst_host_diff_srv_rate,0.014960991703475075
diff_srv_rate,0.013297814888609939
dst_host_count,0.011399666997890814
dst_host_rerror_rate,0.011093431942652754
dst_host_srv_count,0.01086475589715471
count,0.005793487015136785
dst_host_srv_serror_rate,0.003660272674634375
dst_host_srv_rerror_rate,0.0012806182490836073
srv_diff_host_rate,0.0007287906044754998
srv_rerror_rate,0.0007256701294233698
dst_host_serror_rate,0.00027897159322690454
serror_rate,0.000100203781488908
srv_serror_rate,6.916594984884677e-05
rerror_rate,1.400122237355119e-05
