feature,mean_importance
srv_serror_rate,4.469665132819656e-06
rerror_rate,7.598226217522819e-05
serror_rate,0.00014715269379339812
srv_diff_host_rate,0.0001852882435711356
dst_host_srv_rerror_rate,0.00021585481582009624
dst_host_serror_rate,0.00036939279016258707
dst_host_srv_serror_rate,0.0024738229025013077
count,0.0030750583069432983
srv_rerror_rate,0.005327529512875628
dst_host_count,0.00821184025273206
diff_srv_rate,0.010927231097248436
same_srv_rate,0.013533730435159267
dst_host_diff_srv_rate,0.013884520664208203
dst_host_srv_count,0.0166967627788737
dst_host_rerror_rate,0.023865459325281523
service,0.10682256507227388
dst_host_same_srv_rate,0.11161693202768488
logged_in,0.22196741499534264
flag,0.4104330602221558
