feature,shap_importance
flag,2.378508467127376
dst_host_srv_count,1.3649095552073398
count,1.2551655197701854
same_srv_rate,1.2057644197369115
service,1.1098097226535653
dst_host_srv_serror_rate,0.7305279372350871
dst_host_same_srv_rate,0.6669683586077891
logged_in,0.6532624547407938
diff_srv_rate,0.4484925248080515
dst_host_rerror_rate,0.42659684820111143
dst_host_count,0.30177295544999816
dst_host_diff_srv_rate,0.27034092254595526
dst_host_serror_rate,0.2287660537219787
srv_diff_host_rate,0.19409167380857664
srv_rerror_rate,0.12413336116955986
dst_host_srv_rerror_rate,0.07699248494612985
rerror_rate,0.04629844083827782
serror_rate,0.029038118506650553
srv_serror_rate,0.026155842398451864
