feature,mean_importance
srv_serror_rate,0.00034195450371946046
rerror_rate,0.00036943501041166935
diff_srv_rate,0.0004945966515543787
serror_rate,0.001006300339680662
srv_diff_host_rate,0.0036132350752539665
srv_rerror_rate,0.004253054665725288
dst_host_srv_rerror_rate,0.004473137829359796
same_srv_rate,0.004741918579731323
dst_host_srv_serror_rate,0.006371210778947196
logged_in,0.008118328108990753
dst_host_serror_rate,0.011138533739078455
flag,0.012517670563478639
dst_host_diff_srv_rate,0.020111922836229736
dst_host_same_srv_rate,0.035234087896305125
dst_host_rerror_rate,0.052272583455887166
dst_host_count,0.058868473721933615
dst_host_srv_count,0.06508999124894319
count,0.06825435733427825
service,0.3423281894411403
