feature,shap_importance
flag,2.321928279871459
dst_host_srv_count,1.752171645921932
service,1.4669728183983837
count,1.4202801617843779
dst_host_srv_serror_rate,1.1069236553725859
same_srv_rate,0.9359403795751734
dst_host_serror_rate,0.8742175104917759
logged_in,0.8327129975653468
dst_host_same_srv_rate,0.6793715004309732
dst_host_rerror_rate,0.6188778477376585
dst_host_count,0.49864544382424814
dst_host_diff_srv_rate,0.4110022628821904
srv_diff_host_rate,0.3645795955033367
diff_srv_rate,0.33852944172676686
srv_serror_rate,0.24157324181145887
srv_rerror_rate,0.21116977739762122
dst_host_srv_rerror_rate,0.09729202142043351
rerror_rate,0.07731201222804289
serror_rate,0.05289043560000507
