feature,shap_importance
service,2.461288368778252
dst_host_srv_count,2.3718214584633457
count,1.926978433773394
flag,1.5517657090277959
dst_host_count,1.1834239944422762
logged_in,1.172595036045938
dst_host_srv_serror_rate,1.1680742611483461
dst_host_rerror_rate,1.0392161037117917
dst_host_serror_rate,1.033387006082282
dst_host_same_srv_rate,0.8904417686319301
srv_diff_host_rate,0.8301834992134156
dst_host_diff_srv_rate,0.8033535937837145
same_srv_rate,0.6742673223881358
srv_serror_rate,0.6040794277404044
serror_rate,0.5553210062315108
srv_rerror_rate,0.28044201810787484
dst_host_srv_rerror_rate,0.18602357063696215
diff_srv_rate,0.185777623204035
rerror_rate,0.10231315743003509
