feature,shap_importance
service,2.084676355512118
dst_host_srv_count,2.0497776333094198
count,1.794179423586676
flag,1.6083088553040659
dst_host_serror_rate,1.194945796198817
same_srv_rate,1.1556928739754275
logged_in,1.1197595647175704
dst_host_srv_serror_rate,0.8954808410345059
dst_host_rerror_rate,0.8912631972845089
dst_host_count,0.8283129025911273
dst_host_same_srv_rate,0.720505119878935
srv_diff_host_rate,0.7105376374890942
dst_host_diff_srv_rate,0.5506490867633396
srv_serror_rate,0.4987602922109126
diff_srv_rate,0.27969101232236093
srv_rerror_rate,0.27118264486907173
dst_host_srv_rerror_rate,0.19152125405336598
serror_rate,0.16044392803240487
rerror_rate,0.054626878510782094
