feature,shap_importance
dst_host_srv_count,1.9893521718146354
service,1.8668664045404082
flag,1.7309149849517818
count,1.6378168726355244
dst_host_serror_rate,1.2272240090718463
logged_in,1.199675994439072
same_srv_rate,1.1902998823137472
dst_host_srv_serror_rate,0.9449099838244691
dst_host_count,0.7699462131566812
dst_host_rerror_rate,0.7528273907157881
dst_host_same_srv_rate,0.6843690643826899
srv_diff_host_rate,0.6154172098763475
srv_serror_rate,0.5713107204088186
dst_host_diff_srv_rate,0.5076869970853888
srv_rerror_rate,0.2847594795319662
diff_srv_rate,0.27491453022581064
dst_host_srv_rerror_rate,0.21135534704387124
rerror_rate,0.11467367406737393
serror_rate,0.09621485179233417
