feature,mean_importance
diff_srv_rate,-6.190637202127587e-05
rerror_rate,2.0268996350923054e-05
srv_serror_rate,4.030910712199817e-05
dst_host_srv_rerror_rate,4.6550593405881785e-05
srv_rerror_rate,9.095702381047505e-05
srv_diff_host_rate,0.00040926154075718156
serror_rate,0.0015474757808499003
dst_host_serror_rate,0.002537484729783217
same_srv_rate,0.002593878909716035
dst_host_diff_srv_rate,0.0027420685602766027
logged_in,0.0039696037818203
dst_host_rerror_rate,0.005603803830049414
dst_host_srv_count,0.006968216258129903
dst_host_same_srv_rate,0.016734883664669242
flag,0.023260289385880532
dst_host_count,0.02465348981833034
dst_host_srv_serror_rate,0.04055840218187735
count,0.17059992283298192
service,0.23079506158089017
level,0.4395752476215291
