0,0.602327,0.602297
1,0.5277,0.527765
2,0.465418,0.465498
3,0.413129,0.413069
4,0.367732,0.367794
5,0.328464,0.328723
6,0.294617,0.294889
7,0.264693,0.264991
8,0.238532,0.238956
9,0.21472,0.215266
10,0.193726,0.19434
11,0.175166,0.175868
12,0.158709,0.159485
13,0.144087,0.144899
14,0.13099,0.131878
15,0.119046,0.119982
16,0.108476,0.109471
17,0.099044,0.100083
18,0.090473,0.091545
19,0.082968,0.084095
20,0.075978,0.077143
21,0.069847,0.071036
22,0.064233,0.065436
23,0.059193,0.060408
24,0.05464,0.055888
25,0.050456,0.051717
26,0.046676,0.04793
27,0.043274,0.04453
28,0.040092,0.041406
29,0.037201,0.038585
30,0.034543,0.035969
31,0.032235,0.033674
32,0.030079,0.031546
33,0.028176,0.029665
34,0.026443,0.027982
35,0.024786,0.026332
36,0.023336,0.024899
37,0.022009,0.02361
38,0.020814,0.022409
39,0.019666,0.021285
40,0.018561,0.020218
41,0.017632,0.019319
42,0.016702,0.018392
43,0.015821,0.017488
44,0.014932,0.016602
45,0.01425,0.015914
46,0.013623,0.015285
47,0.013056,0.014711
48,0.012522,0.014172
49,0.012093,0.013749
50,0.011722,0.013382
51,0.011121,0.01277
52,0.010736,0.012361
53,0.010423,0.012063
54,0.010107,0.011715
55,0.009856,0.011477
56,0.009353,0.010982
57,0.009132,0.010761
58,0.008867,0.010503
59,0.008535,0.010171
60,0.008249,0.009886
61,0.00804,0.009689
62,0.007851,0.009502
63,0.007638,0.009295
64,0.007454,0.009108
65,0.007308,0.008968
66,0.007119,0.008788
67,0.006864,0.008564
68,0.006715,0.008426
69,0.006508,0.008231
70,0.006263,0.007985
71,0.006141,0.007865
72,0.00593,0.007666
73,0.005832,0.007571
74,0.005614,0.007351
75,0.005426,0.007176
76,0.005294,0.00704
77,0.00517,0.006902
78,0.005095,0.006827
79,0.004947,0.006678
80,0.004875,0.006608
81,0.004773,0.006514
82,0.004711,0.006447
83,0.004646,0.006386
84,0.004576,0.006318
85,0.004523,0.006255
86,0.004473,0.006211
87,0.004399,0.00612
88,0.004187,0.005934
89,0.004106,0.005875
90,0.00402,0.005777
91,0.003971,0.005731
92,0.003935,0.0057
93,0.003854,0.005623
94,0.003787,0.005563
95,0.003726,0.005489
96,0.003668,0.005442
97,0.003583,0.005355
