feature,mean_importance
dst_host_srv_rerror_rate,8.505936384465033e-05
rerror_rate,0.0001279694418479446
srv_rerror_rate,0.00014125905421312913
srv_diff_host_rate,0.00048749425197097885
diff_srv_rate,0.0005333433985210952
srv_serror_rate,0.0009551309863636562
serror_rate,0.0011995947649928427
same_srv_rate,0.0013876589889936126
logged_in,0.0014307707558989225
dst_host_diff_srv_rate,0.0034137338407935016
dst_host_serror_rate,0.005250414257435358
dst_host_srv_serror_rate,0.0063468397197962365
dst_host_srv_count,0.006788681574830148
dst_host_same_srv_rate,0.012756962772035122
dst_host_rerror_rate,0.015495080478669728
flag,0.021972024217526788
dst_host_count,0.0324010519027757
count,0.1142947850954095
service,0.2115920112012216
level,0.34877546950430494
