feature,mean_importance
rerror_rate,6.009767920400668e-06
same_srv_rate,8.068033203186345e-06
srv_rerror_rate,4.893828954880518e-05
flag,0.00011820318540172311
same_srv_rate_ratio_level,0.00014201639668785698
level,0.000179785276362407
dst_host_srv_rerror_rate,0.00019005546976199396
serror_rate,0.00025006555050406567
flag_ratio_level,0.000278157763554962
level_ratio_flag,0.0003061353080580791
srv_serror_rate,0.0003103605607756144
srv_diff_host_rate,0.0004600670490487456
diff_srv_rate,0.0005194670198221245
level_ratio_same_srv_rate,0.0007758685647625153
diff_srv_rate_diff_level,0.0009456220943279969
level_sum_flag,0.001859540741938203
level_multiply_flag,0.0021235900344188604
dst_host_diff_srv_rate,0.002389976545031575
dst_host_same_srv_rate,0.0026507811585800034
same_srv_rate_ratio_service,0.003200139143195653
dst_host_serror_rate,0.004561907257048392
dst_host_rerror_rate,0.0075836005106075495
logged_in,0.008566984572987588
dst_host_srv_count,0.008918282737232002
flag_diff_level,0.008956940560235955
dst_host_count,0.020114704385786403
count,0.031385621912684535
service,0.09507112372978929
dst_host_srv_serror_rate,0.10067828659596836
level_multiply_same_srv_rate,0.18729984290112692
