feature,shap_importance
dst_host_srv_count,1.9893574766379116
service,1.8668643013056234
flag,1.7309149849517806
count,1.6378168726355247
dst_host_serror_rate,1.2272240090718467
logged_in,1.199675994439072
same_srv_rate,1.190299882313746
dst_host_srv_serror_rate,0.9449099838244704
dst_host_count,0.769954599579996
dst_host_rerror_rate,0.7528260807349032
dst_host_same_srv_rate,0.6843777866923876
srv_diff_host_rate,0.6154172098763476
srv_serror_rate,0.5713107204088187
dst_host_diff_srv_rate,0.5076869970853892
srv_rerror_rate,0.2847594795319662
diff_srv_rate,0.27491390352085177
dst_host_srv_rerror_rate,0.21135534704387102
rerror_rate,0.11467367406737393
serror_rate,0.09621485179233417
