feature,shap_importance
flag,0.13132782571090318
logged_in,0.09428295453266523
same_srv_rate,0.06141545879252359
service,0.05859275762398865
diff_srv_rate,0.042960478602211576
dst_host_srv_count,0.03341638382589678
dst_host_same_srv_rate,0.03236996032760842
count,0.024812431848747003
dst_host_diff_srv_rate,0.023840111193525183
dst_host_rerror_rate,0.022216315214773824
dst_host_count,0.012062534983624031
dst_host_srv_serror_rate,0.006182827757416709
dst_host_serror_rate,0.005101804846308949
srv_serror_rate,0.00400248728352781
dst_host_srv_rerror_rate,0.0034029129845777367
srv_rerror_rate,0.0033192242019353265
serror_rate,0.002887308254459295
rerror_rate,0.001597696165589006
srv_diff_host_rate,0.0010426695282980873
