feature,mean_importance
srv_serror_rate,1.893381543706038e-06
rerror_rate,9.11790323315502e-05
diff_srv_rate,0.00039897996118416697
serror_rate,0.000811797939551671
same_srv_rate,0.0028236569786361807
dst_host_srv_rerror_rate,0.0033911655877519957
srv_diff_host_rate,0.003563285124168241
dst_host_srv_serror_rate,0.004005014110410871
srv_rerror_rate,0.0045206013319219335
dst_host_serror_rate,0.00846292287141676
logged_in,0.012439644492654592
dst_host_diff_srv_rate,0.012441463714004444
flag,0.028517988672014015
dst_host_same_srv_rate,0.031927028380456225
dst_host_rerror_rate,0.04260521844104222
count,0.05033972767462648
dst_host_count,0.07151567796980537
dst_host_srv_count,0.07443739772940769
service,0.309484222913286
