feature,shap_importance
service,2.488588802604983
dst_host_srv_count,2.2042493496915108
count,1.813436393064477
flag,1.7300511909766347
dst_host_count,1.1010315167520586
logged_in,0.9988475970972576
dst_host_srv_serror_rate,0.9946077246028379
dst_host_same_srv_rate,0.9344220892835086
dst_host_serror_rate,0.9225975020349589
dst_host_rerror_rate,0.8493715084957086
same_srv_rate,0.8101147754224955
dst_host_diff_srv_rate,0.7851698609983438
srv_serror_rate,0.7654552077766195
srv_diff_host_rate,0.7170069173871513
serror_rate,0.29513287329644944
srv_rerror_rate,0.28821689937021067
dst_host_srv_rerror_rate,0.2445819375457637
rerror_rate,0.07960074800209198
diff_srv_rate,0.0671551553169549
