feature,shap_importance
dst_host_srv_count,2.429252515555582
service,2.0811856876192842
count,1.7746071471119207
flag,1.610867990860121
dst_host_serror_rate,1.2753288343665348
dst_host_count,1.2401491109001714
logged_in,1.1101142979788197
dst_host_rerror_rate,0.8930187108527682
srv_serror_rate,0.8400236564890289
srv_diff_host_rate,0.8200637126689866
dst_host_diff_srv_rate,0.8150809954583043
dst_host_same_srv_rate,0.8120140602192275
dst_host_srv_serror_rate,0.8055005554745555
same_srv_rate,0.7528471294654504
dst_host_srv_rerror_rate,0.2992417122455115
srv_rerror_rate,0.266479335389466
serror_rate,0.15431399902280404
rerror_rate,0.12568416600905172
diff_srv_rate,0.10863732998603957
