feature,shap_importance
service,2.461378649218469
dst_host_srv_count,2.3715506811042317
count,1.926987349578693
flag,1.5517657090277963
dst_host_count,1.1834239944422766
logged_in,1.1726128112352745
dst_host_srv_serror_rate,1.1680742611483461
dst_host_rerror_rate,1.0392167546387756
dst_host_serror_rate,1.033387006082282
dst_host_same_srv_rate,0.8906688481856234
srv_diff_host_rate,0.8301834992134156
dst_host_diff_srv_rate,0.8032728577350015
same_srv_rate,0.6746613048747055
srv_serror_rate,0.6040794277404044
serror_rate,0.5553210062315108
srv_rerror_rate,0.28044201810787484
dst_host_srv_rerror_rate,0.18602357063696215
diff_srv_rate,0.18532367836007116
rerror_rate,0.10231315743003512
