feature,mean_importance
srv_serror_rate,0.00015526486569543868
rerror_rate,0.00018875526347765097
diff_srv_rate,0.00031540967820490077
serror_rate,0.001173755307610716
dst_host_srv_serror_rate,0.0011883773538078634
same_srv_rate,0.0014809696083826248
dst_host_srv_rerror_rate,0.0016375244254031554
srv_diff_host_rate,0.001738507877836603
srv_rerror_rate,0.0037361956042130705
flag,0.004308387562943794
dst_host_serror_rate,0.006577447524312029
dst_host_diff_srv_rate,0.018617613345075466
dst_host_same_srv_rate,0.01920508451629398
logged_in,0.03929297658723939
count,0.0439208286395016
dst_host_rerror_rate,0.045876566552786144
dst_host_srv_count,0.05555718609946523
dst_host_count,0.1432359060361613
service,0.23955101663781347
