feature,mean_importance
diff_srv_rate,-2.6776727305981295e-05
rerror_rate,8.625560039328233e-07
dst_host_srv_rerror_rate,0.00011554061472193404
srv_rerror_rate,0.0001620643553573102
srv_diff_host_rate,0.0002431551693813835
srv_serror_rate,0.00043589006246371267
same_srv_rate,0.0006289745709926214
dst_host_same_srv_rate,0.0011757878632940488
logged_in,0.0017861645527259668
serror_rate,0.0020004892314384056
flag,0.0020843200932169634
dst_host_diff_srv_rate,0.0025792023347345956
dst_host_srv_serror_rate,0.004404072041573415
dst_host_rerror_rate,0.00498794983696862
dst_host_srv_count,0.00633957143111002
dst_host_serror_rate,0.007133189689187361
count,0.024776071812603297
dst_host_count,0.02634954795695753
service,0.21864752692831257
level,0.2696258278294839
