feature,shap_importance
flag,2.6756169555442124
dst_host_srv_count,1.3782371467859305
count,1.3695463448867584
service,1.217968575337578
same_srv_rate,1.0723642594652327
dst_host_same_srv_rate,0.7140826188462084
logged_in,0.6911861529346152
dst_host_rerror_rate,0.4795757086663642
dst_host_srv_serror_rate,0.47442789252285184
diff_srv_rate,0.45917276638646615
dst_host_count,0.313328848065745
dst_host_serror_rate,0.30134630585401956
dst_host_diff_srv_rate,0.21913527912536074
srv_diff_host_rate,0.21057758546121783
srv_rerror_rate,0.12915490984267852
dst_host_srv_rerror_rate,0.06299277685093825
serror_rate,0.03987603066954054
rerror_rate,0.03062139661634837
srv_serror_rate,0.029563228446064096
